cardnumber,cardname,card_type,field,raw,raw_parsed,stored_counts,runtime_counts,stored_blank,runtime_blank_after_patch
PL!HS-pb1-013,徒町小鈴,MEMBER,base,<緑> 1 <青> 2,"{""blue"": 2, ""green"": 1}",{},"{""blue"": 2, ""green"": 1}",1,0
PL!HS-pb1-014,安養寺姫芽,MEMBER,base,<桃> 2 <緑> 1,"{""green"": 1, ""pink"": 2}",{},"{""green"": 1, ""pink"": 2}",1,0
PL!HS-pb1-015,セラス 柳田 リリエンフェルト,MEMBER,base,<青> 1 <紫> 2,"{""blue"": 1, ""purple"": 2}",{},"{""blue"": 1, ""purple"": 2}",1,0
PL!HS-pb1-016,桂城泉,MEMBER,base,<紫> 1,"{""purple"": 1}",{},"{""purple"": 1}",1,0
PL!HS-pb1-016,桂城泉,MEMBER,blade_heart,<紫>,"{""purple"": 1}",{},"{""purple"": 1}",1,0
PL!HS-pb1-017,日野下花帆,MEMBER,base,<緑> 2 <紫> 1,"{""green"": 2, ""purple"": 1}",{},"{""green"": 2, ""purple"": 1}",1,0
PL!HS-pb1-018,村野さやか,MEMBER,base,<青> 2,"{""blue"": 2}",{},"{""blue"": 2}",1,0
PL!HS-pb1-018,村野さやか,MEMBER,blade_heart,<青>,"{""blue"": 1}",{},"{""blue"": 1}",1,0
PL!HS-pb1-020,百生吟子,MEMBER,base,<桃> 1 <緑> 1 <紫> 1,"{""green"": 1, ""pink"": 1, ""purple"": 1}",{},"{""green"": 1, ""pink"": 1, ""purple"": 1}",1,0
PL!HS-pb1-021,徒町小鈴,MEMBER,base,<青> 2,"{""blue"": 2}",{},"{""blue"": 2}",1,0
PL!HS-pb1-023,セラス 柳田 リリエンフェルト,MEMBER,base,<桃> 2 <青> 2 <紫> 2,"{""blue"": 2, ""pink"": 2, ""purple"": 2}",{},"{""blue"": 2, ""pink"": 2, ""purple"": 2}",1,0
PL!HS-pb1-023,セラス 柳田 リリエンフェルト,MEMBER,blade_heart,<紫>,"{""purple"": 1}",{},"{""purple"": 1}",1,0
PL!HS-pb1-024,桂城泉,MEMBER,base,<紫> 2,"{""purple"": 2}",{},"{""purple"": 2}",1,0
PL!HS-pb1-024,桂城泉,MEMBER,blade_heart,<紫>,"{""purple"": 1}",{},"{""purple"": 1}",1,0
PL!HS-pb1-025,抱きしめる花びら,LIVE,required,<桃> 1 <緑> 1 <青> 1 <紫> 1 <任意> 4 (合計8),"{""any"": 4, ""blue"": 1, ""green"": 1, ""pink"": 1, ""purple"": 1}",{},"{""any"": 4, ""blue"": 1, ""green"": 1, ""pink"": 1, ""purple"": 1}",1,0
PL!HS-pb1-025,抱きしめる花びら,LIVE,blade_heart,<ALL>,"{""all"": 1}",{},"{""all"": 1}",1,0
PL!HS-pb1-025,抱きしめる花びら,LIVE,blade_heart_tags,<ALL>,"[""(ALL)""]",[],"[""(ALL)""]",1,0
PL!HS-pb1-026,雪舞う空と二秒の永遠,LIVE,required,<任意> 11 (合計11),"{""any"": 11}",{},"{""any"": 11}",1,0
PL!HS-pb1-026,雪舞う空と二秒の永遠,LIVE,blade_heart,<ALL>,"{""all"": 1}",{},"{""all"": 1}",1,0
PL!HS-pb1-026,雪舞う空と二秒の永遠,LIVE,blade_heart_tags,<ALL>,"[""(ALL)""]",[],"[""(ALL)""]",1,0
PL!HS-pb1-027,ユメワズライ,LIVE,required,<緑> 2 <任意> 1 (合計3),"{""any"": 1, ""green"": 2}",{},"{""any"": 1, ""green"": 2}",1,0
PL!HS-pb1-027,ユメワズライ,LIVE,blade_heart_tags,<スコア+1>,"[""(スコア+1)""]",[],"[""(スコア+1)""]",1,0
PL!HS-pb1-028,COMPASS,LIVE,required,<桃> 1 <緑> 1 <青> 7 <任意> 7 (合計16),"{""any"": 7, ""blue"": 7, ""green"": 1, ""pink"": 1}",{},"{""any"": 7, ""blue"": 7, ""green"": 1, ""pink"": 1}",1,0
PL!HS-pb1-028,COMPASS,LIVE,blade_heart,<青> <ドロー+1>,"{""blue"": 1}",{},"{""blue"": 1}",1,0
PL!HS-pb1-028,COMPASS,LIVE,blade_heart_tags,<青> <ドロー+1>,"[""(ドロー+1)""]",[],"[""(ドロー+1)""]",1,0
PL!HS-pb1-029,全方位キュン♡,LIVE,required,<桃> 4 <緑> 1 <青> 1 <任意> 8 (合計14),"{""any"": 8, ""blue"": 1, ""green"": 1, ""pink"": 4}",{},"{""any"": 8, ""blue"": 1, ""green"": 1, ""pink"": 4}",1,0
PL!HS-pb1-029,全方位キュン♡,LIVE,blade_heart,<ALL>,"{""all"": 1}",{},"{""all"": 1}",1,0
PL!HS-pb1-029,全方位キュン♡,LIVE,blade_heart_tags,<ALL>,"[""(ALL)""]",[],"[""(ALL)""]",1,0
PL!HS-pb1-030,Edelied,LIVE,required,<紫> 9 <任意> 8 (合計17),"{""any"": 8, ""purple"": 9}",{},"{""any"": 8, ""purple"": 9}",1,0
PL!HS-pb1-030,Edelied,LIVE,blade_heart,<ALL>,"{""all"": 1}",{},"{""all"": 1}",1,0
PL!HS-pb1-030,Edelied,LIVE,blade_heart_tags,<ALL>,"[""(ALL)""]",[],"[""(ALL)""]",1,0
PL!HS-sd1-001,日野下花帆,MEMBER,base,<緑> 3,"{""green"": 3}",{},"{""green"": 3}",1,0
PL!HS-sd1-002,村野さやか,MEMBER,base,<桃> 1 <緑> 1 <青> 4,"{""blue"": 4, ""green"": 1, ""pink"": 1}",{},"{""blue"": 4, ""green"": 1, ""pink"": 1}",1,0
PL!HS-sd1-003,大沢瑠璃乃,MEMBER,base,<桃> 1 <青> 1,"{""blue"": 1, ""pink"": 1}",{},"{""blue"": 1, ""pink"": 1}",1,0
PL!HS-sd1-004,百生吟子,MEMBER,base,<桃> 1 <緑> 1 <青> 1 <紫> 1,"{""blue"": 1, ""green"": 1, ""pink"": 1, ""purple"": 1}",{},"{""blue"": 1, ""green"": 1, ""pink"": 1, ""purple"": 1}",1,0
PL!HS-sd1-004,百生吟子,MEMBER,blade_heart,<緑>,"{""green"": 1}",{},"{""green"": 1}",1,0
PL!HS-sd1-005,徒町小鈴,MEMBER,base,<桃> 1 <緑> 1 <青> 2 <紫> 1,"{""blue"": 2, ""green"": 1, ""pink"": 1, ""purple"": 1}",{},"{""blue"": 2, ""green"": 1, ""pink"": 1, ""purple"": 1}",1,0
PL!HS-sd1-005,徒町小鈴,MEMBER,blade_heart,<青>,"{""blue"": 1}",{},"{""blue"": 1}",1,0
PL!HS-sd1-006,安養寺姫芽,MEMBER,base,<桃> 2 <緑> 2 <青> 2 <紫> 1,"{""blue"": 2, ""green"": 2, ""pink"": 2, ""purple"": 1}",{},"{""blue"": 2, ""green"": 2, ""pink"": 2, ""purple"": 1}",1,0
PL!HS-sd1-007,セラス 柳田 リリエンフェルト,MEMBER,base,<緑> 1 <紫> 1,"{""green"": 1, ""purple"": 1}",{},"{""green"": 1, ""purple"": 1}",1,0
PL!HS-sd1-007,セラス 柳田 リリエンフェルト,MEMBER,blade_heart,<緑>,"{""green"": 1}",{},"{""green"": 1}",1,0
PL!HS-sd1-008,桂城泉,MEMBER,base,<桃> 1 <緑> 1 <青> 1 <紫> 2,"{""blue"": 1, ""green"": 1, ""pink"": 1, ""purple"": 2}",{},"{""blue"": 1, ""green"": 1, ""pink"": 1, ""purple"": 2}",1,0
PL!HS-sd1-008,桂城泉,MEMBER,blade_heart,<紫>,"{""purple"": 1}",{},"{""purple"": 1}",1,0
PL!HS-sd1-009,日野下花帆,MEMBER,base,<緑> 1,"{""green"": 1}",{},"{""green"": 1}",1,0
PL!HS-sd1-009,日野下花帆,MEMBER,blade_heart,<緑>,"{""green"": 1}",{},"{""green"": 1}",1,0
PL!HS-sd1-010,村野さやか,MEMBER,base,<青> 1 <紫> 1,"{""blue"": 1, ""purple"": 1}",{},"{""blue"": 1, ""purple"": 1}",1,0
PL!HS-sd1-010,村野さやか,MEMBER,blade_heart,<青>,"{""blue"": 1}",{},"{""blue"": 1}",1,0
PL!HS-sd1-011,大沢瑠璃乃,MEMBER,base,<桃> 1 <紫> 1,"{""pink"": 1, ""purple"": 1}",{},"{""pink"": 1, ""purple"": 1}",1,0
PL!HS-sd1-011,大沢瑠璃乃,MEMBER,blade_heart,<桃>,"{""pink"": 1}",{},"{""pink"": 1}",1,0
PL!HS-sd1-012,百生吟子,MEMBER,base,<緑> 2,"{""green"": 2}",{},"{""green"": 2}",1,0
PL!HS-sd1-012,百生吟子,MEMBER,blade_heart,<緑>,"{""green"": 1}",{},"{""green"": 1}",1,0
PL!HS-sd1-013,徒町小鈴,MEMBER,base,<青>,"{""blue"": 1}",{},"{""blue"": 1}",1,0
PL!HS-sd1-013,徒町小鈴,MEMBER,blade_heart,<青>,"{""blue"": 1}",{},"{""blue"": 1}",1,0
PL!HS-sd1-014,安養寺姫芽,MEMBER,base,<桃> 1 <緑> 1 <青> 1 <紫> 1,"{""blue"": 1, ""green"": 1, ""pink"": 1, ""purple"": 1}",{},"{""blue"": 1, ""green"": 1, ""pink"": 1, ""purple"": 1}",1,0
PL!HS-sd1-015,セラス 柳田 リリエンフェルト,MEMBER,base,<紫> 1,"{""purple"": 1}",{},"{""purple"": 1}",1,0
PL!HS-sd1-015,セラス 柳田 リリエンフェルト,MEMBER,blade_heart,<紫>,"{""purple"": 1}",{},"{""purple"": 1}",1,0
PL!HS-sd1-016,桂城泉,MEMBER,base,<桃> 1 <緑> 1 <紫> 2,"{""green"": 1, ""pink"": 1, ""purple"": 2}",{},"{""green"": 1, ""pink"": 1, ""purple"": 2}",1,0
PL!HS-sd1-017,夏めきペイン,LIVE,required,<桃> 1 <緑> 1 <青> 1 <任意> 2 (合計5),"{""any"": 2, ""blue"": 1, ""green"": 1, ""pink"": 1}",{},"{""any"": 2, ""blue"": 1, ""green"": 1, ""pink"": 1}",1,0
PL!HS-sd1-017,夏めきペイン,LIVE,blade_heart,<ALL>,"{""all"": 1}",{},"{""all"": 1}",1,0
PL!HS-sd1-017,夏めきペイン,LIVE,blade_heart_tags,<ALL>,"[""(ALL)""]",[],"[""(ALL)""]",1,0
PL!HS-sd1-018,Dream Believers（105期Ver.）,LIVE,required,<桃> 1 <緑> 1 <青> 1 <紫> 1 <任意> 4 (合計8),"{""any"": 4, ""blue"": 1, ""green"": 1, ""pink"": 1, ""purple"": 1}",{},"{""any"": 4, ""blue"": 1, ""green"": 1, ""pink"": 1, ""purple"": 1}",1,0
PL!HS-sd1-018,Dream Believers（105期Ver.）,LIVE,blade_heart,<ALL>,"{""all"": 1}",{},"{""all"": 1}",1,0
PL!HS-sd1-018,Dream Believers（105期Ver.）,LIVE,blade_heart_tags,<ALL>,"[""(ALL)""]",[],"[""(ALL)""]",1,0
PL!HS-sd1-019,アイドゥーミー！,LIVE,required,<桃> 1 <緑> 1 <青> 1 <紫> 1 <任意> 8 (合計12),"{""any"": 8, ""blue"": 1, ""green"": 1, ""pink"": 1, ""purple"": 1}",{},"{""any"": 8, ""blue"": 1, ""green"": 1, ""pink"": 1, ""purple"": 1}",1,0
PL!HS-sd1-019,アイドゥーミー！,LIVE,blade_heart,<桃> <ドロー+1>,"{""pink"": 1}",{},"{""pink"": 1}",1,0
PL!HS-sd1-019,アイドゥーミー！,LIVE,blade_heart_tags,<桃> <ドロー+1>,"[""(ドロー+1)""]",[],"[""(ドロー+1)""]",1,0
PL!HS-sd1-020,Link to the FUTURE（104期Ver.）,LIVE,required,<桃> 2 <緑> 2 <青> 2 <任意> 8 (合計14),"{""any"": 8, ""blue"": 2, ""green"": 2, ""pink"": 2}",{},"{""any"": 8, ""blue"": 2, ""green"": 2, ""pink"": 2}",1,0
PL!HS-sd1-020,Link to the FUTURE（104期Ver.）,LIVE,blade_heart_tags,<スコア+1>,"[""(スコア+1)""]",[],"[""(スコア+1)""]",1,0
PL!N-PR-003,上原歩夢,MEMBER,base,<桃> 1 <緑> 1 <紫> 1,"{""green"": 1, ""pink"": 1, ""purple"": 1}",{},"{""green"": 1, ""pink"": 1, ""purple"": 1}",1,0
PL!N-PR-004,中須かすみ,MEMBER,base,<黄> 1 <緑> 1,"{""green"": 1, ""yellow"": 1}",{},"{""green"": 1, ""yellow"": 1}",1,0
PL!N-PR-005,桜坂しずく,MEMBER,base,<赤> 2 <青> 2 <紫> 2,"{""blue"": 2, ""purple"": 2, ""red"": 2}",{},"{""blue"": 2, ""purple"": 2, ""red"": 2}",1,0
PL!N-PR-006,朝香果林,MEMBER,base,<青> 1 <紫> 1,"{""blue"": 1, ""purple"": 1}",{},"{""blue"": 1, ""purple"": 1}",1,0
PL!N-PR-007,宮下愛,MEMBER,base,<赤> 2 <青> 2 <紫> 2,"{""blue"": 2, ""purple"": 2, ""red"": 2}",{},"{""blue"": 2, ""purple"": 2, ""red"": 2}",1,0
PL!N-PR-008,近江彼方,MEMBER,base,<桃> 1 <緑> 1 <紫> 1,"{""green"": 1, ""pink"": 1, ""purple"": 1}",{},"{""green"": 1, ""pink"": 1, ""purple"": 1}",1,0
PL!N-PR-009,優木せつ菜,MEMBER,base,<赤> 1,"{""red"": 1}",{},"{""red"": 1}",1,0
PL!N-PR-009,優木せつ菜,MEMBER,blade_heart,<赤>,"{""red"": 1}",{},"{""red"": 1}",1,0
PL!N-PR-010,エマ・ヴェルデ,MEMBER,base,<桃> 1 <緑> 1 <紫> 1,"{""green"": 1, ""pink"": 1, ""purple"": 1}",{},"{""green"": 1, ""pink"": 1, ""purple"": 1}",1,0
PL!N-PR-011,天王寺璃奈,MEMBER,base,<赤> 2 <青> 2 <紫> 2,"{""blue"": 2, ""purple"": 2, ""red"": 2}",{},"{""blue"": 2, ""purple"": 2, ""red"": 2}",1,0
PL!N-PR-012,三船栞子,MEMBER,base,<緑> 1,"{""green"": 1}",{},"{""green"": 1}",1,0
PL!N-PR-012,三船栞子,MEMBER,blade_heart,<緑>,"{""green"": 1}",{},"{""green"": 1}",1,0
PL!N-PR-013,ミア・テイラー,MEMBER,base,<桃> 1 <赤> 1,"{""pink"": 1, ""red"": 1}",{},"{""pink"": 1, ""red"": 1}",1,0
PL!N-PR-014,鐘嵐珠,MEMBER,base,<桃> 1,"{""pink"": 1}",{},"{""pink"": 1}",1,0
PL!N-PR-014,鐘嵐珠,MEMBER,blade_heart,<桃>,"{""pink"": 1}",{},"{""pink"": 1}",1,0
PL!N-PR-019,中須かすみ,MEMBER,base,<黄> 1,"{""yellow"": 1}",{},"{""yellow"": 1}",1,0
PL!N-PR-019,中須かすみ,MEMBER,blade_heart,<黄>,"{""yellow"": 1}",{},"{""yellow"": 1}",1,0
PL!N-PR-020,エマ・ヴェルデ,MEMBER,base,<緑> 2 <青> 2,"{""blue"": 2, ""green"": 2}",{},"{""blue"": 2, ""green"": 2}",1,0
PL!N-PR-020,エマ・ヴェルデ,MEMBER,blade_heart,<青>,"{""blue"": 1}",{},"{""blue"": 1}",1,0
PL!N-PR-021,鐘嵐珠,MEMBER,base,<黄> 1 <紫> 1,"{""purple"": 1, ""yellow"": 1}",{},"{""purple"": 1, ""yellow"": 1}",1,0
PL!N-PR-022,エマ・ヴェルデ,MEMBER,base,<緑> 1,"{""green"": 1}",{},"{""green"": 1}",1,0
PL!N-PR-023,上原歩夢,MEMBER,base,<桃> 1 <赤> 1 <緑> 1,"{""green"": 1, ""pink"": 1, ""red"": 1}",{},"{""green"": 1, ""pink"": 1, ""red"": 1}",1,0
PL!N-PR-024,桜坂しずく,MEMBER,base,<赤> 2 <青> 2,"{""blue"": 2, ""red"": 2}",{},"{""blue"": 2, ""red"": 2}",1,0
PL!N-PR-024,桜坂しずく,MEMBER,blade_heart,<赤>,"{""red"": 1}",{},"{""red"": 1}",1,0
PL!N-PR-025,優木せつ菜,MEMBER,base,<赤> 2 <緑> 1 <青> 2,"{""blue"": 2, ""green"": 1, ""red"": 2}",{},"{""blue"": 2, ""green"": 1, ""red"": 2}",1,0
PL!N-PR-025,優木せつ菜,MEMBER,blade_heart,<赤>,"{""red"": 1}",{},"{""red"": 1}",1,0
PL!N-PR-026,天王寺璃奈,MEMBER,base,<桃> 2 <黄> 2 <青> 1 <紫> 1,"{""blue"": 1, ""pink"": 2, ""purple"": 1, ""yellow"": 2}",{},"{""blue"": 1, ""pink"": 2, ""purple"": 1, ""yellow"": 2}",1,0
PL!N-PR-026,天王寺璃奈,MEMBER,blade_heart,<桃>,"{""pink"": 1}",{},"{""pink"": 1}",1,0
PL!N-PR-027,朝香果林,MEMBER,blade_heart,<赤>,"{""red"": 1}",{},"{""red"": 1}",1,0
PL!N-PR-028,宮下愛,MEMBER,base,<桃> 1 <赤> 1 <緑> 1,"{""green"": 1, ""pink"": 1, ""red"": 1}",{},"{""green"": 1, ""pink"": 1, ""red"": 1}",1,0
PL!N-PR-028,宮下愛,MEMBER,blade_heart,<桃>,"{""pink"": 1}",{},"{""pink"": 1}",1,0
PL!N-bp1-001,上原歩夢,MEMBER,base,<桃> 3,"{""pink"": 3}",{},"{""pink"": 3}",1,0
PL!N-bp1-002,中須かすみ,MEMBER,base,<黄> 1,"{""yellow"": 1}",{},"{""yellow"": 1}",1,0
PL!N-bp1-003,桜坂しずく,MEMBER,base,<緑> 1 <青> 3,"{""blue"": 3, ""green"": 1}",{},"{""blue"": 3, ""green"": 1}",1,0
PL!N-bp1-003,桜坂しずく,MEMBER,blade_heart,<青>,"{""blue"": 1}",{},"{""blue"": 1}",1,0
PL!N-bp1-004,朝香果林,MEMBER,base,<青> 1 <紫> 1,"{""blue"": 1, ""purple"": 1}",{},"{""blue"": 1, ""purple"": 1}",1,0
PL!N-bp1-005,宮下愛,MEMBER,base,<桃> 1 <赤> 1,"{""pink"": 1, ""red"": 1}",{},"{""pink"": 1, ""red"": 1}",1,0
PL!N-bp1-006,近江彼方,MEMBER,base,<黄> 1 <青> 1 <紫> 3,"{""blue"": 1, ""purple"": 3, ""yellow"": 1}",{},"{""blue"": 1, ""purple"": 3, ""yellow"": 1}",1,0
PL!N-bp1-006,近江彼方,MEMBER,blade_heart,<紫>,"{""purple"": 1}",{},"{""purple"": 1}",1,0
PL!N-bp1-007,優木せつ菜,MEMBER,base,<赤> 1 <黄> 1,"{""red"": 1, ""yellow"": 1}",{},"{""red"": 1, ""yellow"": 1}",1,0
PL!N-bp1-008,エマ・ヴェルデ,MEMBER,base,<黄> 1 <緑> 2 <青> 1,"{""blue"": 1, ""green"": 2, ""yellow"": 1}",{},"{""blue"": 1, ""green"": 2, ""yellow"": 1}",1,0
PL!N-bp1-009,天王寺璃奈,MEMBER,base,<桃> 1 <赤> 1 <紫> 2,"{""pink"": 1, ""purple"": 2, ""red"": 1}",{},"{""pink"": 1, ""purple"": 2, ""red"": 1}",1,0
PL!N-bp1-010,三船栞子,MEMBER,base,<桃> 1 <緑> 1,"{""green"": 1, ""pink"": 1}",{},"{""green"": 1, ""pink"": 1}",1,0
PL!N-bp1-011,ミア・テイラー,MEMBER,base,<桃> 1 <赤> 1 <紫> 1,"{""pink"": 1, ""purple"": 1, ""red"": 1}",{},"{""pink"": 1, ""purple"": 1, ""red"": 1}",1,0
PL!N-bp1-012,鐘嵐珠,MEMBER,base,<桃> 3 <緑> 2 <紫> 1,"{""green"": 2, ""pink"": 3, ""purple"": 1}",{},"{""green"": 2, ""pink"": 3, ""purple"": 1}",1,0
PL!N-bp1-012,鐘嵐珠,MEMBER,blade_heart,<桃>,"{""pink"": 1}",{},"{""pink"": 1}",1,0
PL!N-bp1-013,上原歩夢,MEMBER,base,<桃> 1 <赤> 1,"{""pink"": 1, ""red"": 1}",{},"{""pink"": 1, ""red"": 1}",1,0
PL!N-bp1-013,上原歩夢,MEMBER,blade_heart,<桃>,"{""pink"": 1}",{},"{""pink"": 1}",1,0
PL!N-bp1-014,中須かすみ,MEMBER,base,<黄> 2,"{""yellow"": 2}",{},"{""yellow"": 2}",1,0
PL!N-bp1-015,桜坂しずく,MEMBER,base,<青> 2,"{""blue"": 2}",{},"{""blue"": 2}",1,0
PL!N-bp1-016,朝香果林,MEMBER,base,<黄> 1 <青> 1,"{""blue"": 1, ""yellow"": 1}",{},"{""blue"": 1, ""yellow"": 1}",1,0
PL!N-bp1-016,朝香果林,MEMBER,blade_heart,<青>,"{""blue"": 1}",{},"{""blue"": 1}",1,0
PL!N-bp1-017,宮下愛,MEMBER,base,<赤> 1 <青> 1,"{""blue"": 1, ""red"": 1}",{},"{""blue"": 1, ""red"": 1}",1,0
PL!N-bp1-017,宮下愛,MEMBER,blade_heart,<赤>,"{""red"": 1}",{},"{""red"": 1}",1,0
PL!N-bp1-018,近江彼方,MEMBER,base,<黄> 1 <青> 1 <紫> 2,"{""blue"": 1, ""purple"": 2, ""yellow"": 1}",{},"{""blue"": 1, ""purple"": 2, ""yellow"": 1}",1,0
PL!N-bp1-019,優木せつ菜,MEMBER,base,<赤> 2,"{""red"": 2}",{},"{""red"": 2}",1,0
PL!N-bp1-020,エマ・ヴェルデ,MEMBER,base,<緑> 2 <青> 1 <紫> 1,"{""blue"": 1, ""green"": 2, ""purple"": 1}",{},"{""blue"": 1, ""green"": 2, ""purple"": 1}",1,0
PL!N-bp1-021,天王寺璃奈,MEMBER,base,<青> 1 <紫> 1,"{""blue"": 1, ""purple"": 1}",{},"{""blue"": 1, ""purple"": 1}",1,0
PL!N-bp1-021,天王寺璃奈,MEMBER,blade_heart,<紫>,"{""purple"": 1}",{},"{""purple"": 1}",1,0
PL!N-bp1-022,三船栞子,MEMBER,base,<緑> 1 <青> 1,"{""blue"": 1, ""green"": 1}",{},"{""blue"": 1, ""green"": 1}",1,0
PL!N-bp1-022,三船栞子,MEMBER,blade_heart,<緑>,"{""green"": 1}",{},"{""green"": 1}",1,0
PL!N-bp1-023,ミア・テイラー,MEMBER,base,<桃> 1 <黄> 2 <緑> 1,"{""green"": 1, ""pink"": 1, ""yellow"": 2}",{},"{""green"": 1, ""pink"": 1, ""yellow"": 2}",1,0
PL!N-bp1-024,鐘嵐珠,MEMBER,base,<桃> 1 <黄> 1,"{""pink"": 1, ""yellow"": 1}",{},"{""pink"": 1, ""yellow"": 1}",1,0
PL!N-bp1-024,鐘嵐珠,MEMBER,blade_heart,<桃>,"{""pink"": 1}",{},"{""pink"": 1}",1,0
PL!N-bp1-025,虹色Passions！,LIVE,required,<緑> 1 <青> 1 <任意> 3 (合計5),"{""any"": 3, ""blue"": 1, ""green"": 1}",{},"{""any"": 3, ""blue"": 1, ""green"": 1}",1,0
PL!N-bp1-025,虹色Passions！,LIVE,blade_heart,<ALL>,"{""all"": 1}",{},"{""all"": 1}",1,0
PL!N-bp1-025,虹色Passions！,LIVE,blade_heart_tags,<ALL>,"[""(ALL)""]",[],"[""(ALL)""]",1,0
PL!N-bp1-026,Poppin' Up!,LIVE,required,<黄> 1 <任意> 2 (合計3),"{""any"": 2, ""yellow"": 1}",{},"{""any"": 2, ""yellow"": 1}",1,0
PL!N-bp1-026,Poppin' Up!,LIVE,blade_heart,<ALL>,"{""all"": 1}",{},"{""all"": 1}",1,0
PL!N-bp1-026,Poppin' Up!,LIVE,blade_heart_tags,<ALL>,"[""(ALL)""]",[],"[""(ALL)""]",1,0
PL!N-bp1-027,Solitude Rain,LIVE,required,<青> 5 <任意> 7 (合計12),"{""any"": 7, ""blue"": 5}",{},"{""any"": 7, ""blue"": 5}",1,0
PL!N-bp1-027,Solitude Rain,LIVE,blade_heart,<青> <ドロー+1>,"{""blue"": 1}",{},"{""blue"": 1}",1,0
PL!N-bp1-027,Solitude Rain,LIVE,blade_heart_tags,<青> <ドロー+1>,"[""(ドロー+1)""]",[],"[""(ドロー+1)""]",1,0
PL!N-bp1-028,Butterfly,LIVE,required,<紫> 5 <任意> 7 (合計12),"{""any"": 7, ""purple"": 5}",{},"{""any"": 7, ""purple"": 5}",1,0
PL!N-bp1-028,Butterfly,LIVE,blade_heart,<紫> <ドロー+1>,"{""purple"": 1}",{},"{""purple"": 1}",1,0
PL!N-bp1-028,Butterfly,LIVE,blade_heart_tags,<紫> <ドロー+1>,"[""(ドロー+1)""]",[],"[""(ドロー+1)""]",1,0
PL!N-bp1-029,Eutopia,LIVE,required,<桃> 5 <任意> 7 (合計12),"{""any"": 7, ""pink"": 5}",{},"{""any"": 7, ""pink"": 5}",1,0
PL!N-bp1-029,Eutopia,LIVE,blade_heart,<桃> <ドロー+1>,"{""pink"": 1}",{},"{""pink"": 1}",1,0
PL!N-bp1-029,Eutopia,LIVE,blade_heart_tags,<桃> <ドロー+1>,"[""(ドロー+1)""]",[],"[""(ドロー+1)""]",1,0
PL!N-bp3-001,上原歩夢,MEMBER,base,<桃> 2 <赤> 2 <黄> 2,"{""pink"": 2, ""red"": 2, ""yellow"": 2}",{},"{""pink"": 2, ""red"": 2, ""yellow"": 2}",1,0
PL!N-bp3-001,上原歩夢,MEMBER,blade_heart,<赤>,"{""red"": 1}",{},"{""red"": 1}",1,0
PL!N-bp3-002,中須かすみ,MEMBER,base,<黄> 1,"{""yellow"": 1}",{},"{""yellow"": 1}",1,0
PL!N-bp3-003,桜坂しずく,MEMBER,base,<桃> 1 <黄> 1 <青> 1 <紫> 1,"{""blue"": 1, ""pink"": 1, ""purple"": 1, ""yellow"": 1}",{},"{""blue"": 1, ""pink"": 1, ""purple"": 1, ""yellow"": 1}",1,0
PL!N-bp3-004,朝香果林,MEMBER,base,<桃> 1 <黄> 1 <緑> 1 <青> 2,"{""blue"": 2, ""green"": 1, ""pink"": 1, ""yellow"": 1}",{},"{""blue"": 2, ""green"": 1, ""pink"": 1, ""yellow"": 1}",1,0
PL!N-bp3-004,朝香果林,MEMBER,blade_heart,<青>,"{""blue"": 1}",{},"{""blue"": 1}",1,0
PL!N-bp3-005,宮下愛,MEMBER,base,<赤> 2 <緑> 2 <青> 2,"{""blue"": 2, ""green"": 2, ""red"": 2}",{},"{""blue"": 2, ""green"": 2, ""red"": 2}",1,0
PL!N-bp3-006,近江彼方,MEMBER,base,<赤> 1 <黄> 2 <緑> 1 <青> 1,"{""blue"": 1, ""green"": 1, ""red"": 1, ""yellow"": 2}",{},"{""blue"": 1, ""green"": 1, ""red"": 1, ""yellow"": 2}",1,0
PL!N-bp3-007,優木せつ菜,MEMBER,base,<桃> 1 <赤> 1 <青> 1,"{""blue"": 1, ""pink"": 1, ""red"": 1}",{},"{""blue"": 1, ""pink"": 1, ""red"": 1}",1,0
PL!N-bp3-008,エマ・ヴェルデ,MEMBER,base,<赤> 1 <黄> 2 <緑> 2,"{""green"": 2, ""red"": 1, ""yellow"": 2}",{},"{""green"": 2, ""red"": 1, ""yellow"": 2}",1,0
PL!N-bp3-008,エマ・ヴェルデ,MEMBER,blade_heart,<緑>,"{""green"": 1}",{},"{""green"": 1}",1,0
PL!N-bp3-009,天王寺璃奈,MEMBER,base,<黄> 1 <青> 1 <紫> 2,"{""blue"": 1, ""purple"": 2, ""yellow"": 1}",{},"{""blue"": 1, ""purple"": 2, ""yellow"": 1}",1,0
PL!N-bp3-010,三船栞子,MEMBER,base,<桃> 1 <黄> 1 <緑> 2,"{""green"": 2, ""pink"": 1, ""yellow"": 1}",{},"{""green"": 2, ""pink"": 1, ""yellow"": 1}",1,0
PL!N-bp3-011,ミア・テイラー,MEMBER,base,<黄> 2 <紫> 1,"{""purple"": 1, ""yellow"": 2}",{},"{""purple"": 1, ""yellow"": 2}",1,0
PL!N-bp3-012,鐘嵐珠,MEMBER,base,<桃> 1 <青> 1,"{""blue"": 1, ""pink"": 1}",{},"{""blue"": 1, ""pink"": 1}",1,0
PL!N-bp3-013,上原歩夢,MEMBER,base,<桃> 1 <赤> 1 <黄> 1,"{""pink"": 1, ""red"": 1, ""yellow"": 1}",{},"{""pink"": 1, ""red"": 1, ""yellow"": 1}",1,0
