cardnumber,field,audit_value,runtime_value,severity,notes
PL!HS-cl1-011,required_hearts_counts_json,<桃> 4 <緑> 1 <紫> 1 <任意> 6 (合計12),{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!HS-cl1-011,required_hearts_counts_json_vs_reparsed,{},"{""pink"": 4, ""green"": 1, ""purple"": 1, ""any"": 6}",S2,reparsed heart facts differ from source derived counts
PL!HS-cl1-012,required_hearts_counts_json,<紫> 3 <任意> 2 (合計5),{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!HS-cl1-012,required_hearts_counts_json_vs_reparsed,{},"{""purple"": 3, ""any"": 2}",S2,reparsed heart facts differ from source derived counts
PL!HS-pb1-001,base_hearts_counts_json,<緑> 3 <紫> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!HS-pb1-001,base_hearts_counts_json_vs_reparsed,{},"{""green"": 3, ""purple"": 1}",S2,reparsed heart facts differ from source derived counts
PL!HS-pb1-002,base_hearts_counts_json,なし,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!HS-pb1-003,base_hearts_counts_json,<桃> 3 <緑> 1 <青> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!HS-pb1-003,base_hearts_counts_json_vs_reparsed,{},"{""pink"": 3, ""green"": 1, ""blue"": 1}",S2,reparsed heart facts differ from source derived counts
PL!HS-pb1-004,base_hearts_counts_json,<緑> 1 <青> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!HS-pb1-004,base_hearts_counts_json_vs_reparsed,{},"{""green"": 1, ""blue"": 1}",S2,reparsed heart facts differ from source derived counts
PL!HS-pb1-005,base_hearts_counts_json,<緑> 1 <青> 1 <紫> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!HS-pb1-005,base_hearts_counts_json_vs_reparsed,{},"{""green"": 1, ""blue"": 1, ""purple"": 1}",S2,reparsed heart facts differ from source derived counts
PL!HS-pb1-006,base_hearts_counts_json,<桃> 2 <緑> 1 <紫> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!HS-pb1-006,base_hearts_counts_json_vs_reparsed,{},"{""pink"": 2, ""green"": 1, ""purple"": 1}",S2,reparsed heart facts differ from source derived counts
PL!HS-pb1-007,base_hearts_counts_json,<桃> 1 <青> 1 <紫> 2,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!HS-pb1-007,base_hearts_counts_json_vs_reparsed,{},"{""pink"": 1, ""blue"": 1, ""purple"": 2}",S2,reparsed heart facts differ from source derived counts
PL!HS-pb1-008,base_hearts_counts_json,<桃> 1 <緑> 1 <青> 1 <紫> 5,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!HS-pb1-008,base_hearts_counts_json_vs_reparsed,{},"{""pink"": 1, ""green"": 1, ""blue"": 1, ""purple"": 5}",S2,reparsed heart facts differ from source derived counts
PL!HS-pb1-009,base_hearts_counts_json,<桃> 1 <緑> 3 <紫> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!HS-pb1-009,base_hearts_counts_json_vs_reparsed,{},"{""pink"": 1, ""green"": 3, ""purple"": 1}",S2,reparsed heart facts differ from source derived counts
PL!HS-pb1-010,base_hearts_counts_json,<青> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!HS-pb1-010,base_hearts_counts_json_vs_reparsed,{},"{""blue"": 1}",S2,reparsed heart facts differ from source derived counts
PL!HS-pb1-011,base_hearts_counts_json,<桃> 2 <青> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!HS-pb1-011,base_hearts_counts_json_vs_reparsed,{},"{""pink"": 2, ""blue"": 1}",S2,reparsed heart facts differ from source derived counts
PL!HS-pb1-012,base_hearts_counts_json,<桃> 2 <緑> 2 <青> 2,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!HS-pb1-012,base_hearts_counts_json_vs_reparsed,{},"{""pink"": 2, ""green"": 2, ""blue"": 2}",S2,reparsed heart facts differ from source derived counts
PL!HS-pb1-013,base_hearts_counts_json,<緑> 1 <青> 2,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!HS-pb1-013,base_hearts_counts_json_vs_reparsed,{},"{""green"": 1, ""blue"": 2}",S2,reparsed heart facts differ from source derived counts
PL!HS-pb1-014,base_hearts_counts_json,<桃> 2 <緑> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!HS-pb1-014,base_hearts_counts_json_vs_reparsed,{},"{""pink"": 2, ""green"": 1}",S2,reparsed heart facts differ from source derived counts
PL!HS-pb1-015,base_hearts_counts_json,<青> 1 <紫> 2,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!HS-pb1-015,base_hearts_counts_json_vs_reparsed,{},"{""blue"": 1, ""purple"": 2}",S2,reparsed heart facts differ from source derived counts
PL!HS-pb1-016,base_hearts_counts_json,<紫> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!HS-pb1-016,base_hearts_counts_json_vs_reparsed,{},"{""purple"": 1}",S2,reparsed heart facts differ from source derived counts
PL!HS-pb1-017,base_hearts_counts_json,<緑> 2 <紫> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!HS-pb1-017,base_hearts_counts_json_vs_reparsed,{},"{""green"": 2, ""purple"": 1}",S2,reparsed heart facts differ from source derived counts
PL!HS-pb1-018,base_hearts_counts_json,<青> 2,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!HS-pb1-018,base_hearts_counts_json_vs_reparsed,{},"{""blue"": 2}",S2,reparsed heart facts differ from source derived counts
PL!HS-pb1-019,base_hearts_counts_json,なし,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!HS-pb1-020,base_hearts_counts_json,<桃> 1 <緑> 1 <紫> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!HS-pb1-020,base_hearts_counts_json_vs_reparsed,{},"{""pink"": 1, ""green"": 1, ""purple"": 1}",S2,reparsed heart facts differ from source derived counts
PL!HS-pb1-021,base_hearts_counts_json,<青> 2,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!HS-pb1-021,base_hearts_counts_json_vs_reparsed,{},"{""blue"": 2}",S2,reparsed heart facts differ from source derived counts
PL!HS-pb1-022,base_hearts_counts_json,なし,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!HS-pb1-023,base_hearts_counts_json,<桃> 2 <青> 2 <紫> 2,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!HS-pb1-023,base_hearts_counts_json_vs_reparsed,{},"{""pink"": 2, ""blue"": 2, ""purple"": 2}",S2,reparsed heart facts differ from source derived counts
PL!HS-pb1-024,base_hearts_counts_json,<紫> 2,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!HS-pb1-024,base_hearts_counts_json_vs_reparsed,{},"{""purple"": 2}",S2,reparsed heart facts differ from source derived counts
PL!HS-pb1-025,required_hearts_counts_json,<桃> 1 <緑> 1 <青> 1 <紫> 1 <任意> 4 (合計8),{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!HS-pb1-025,required_hearts_counts_json_vs_reparsed,{},"{""pink"": 1, ""green"": 1, ""blue"": 1, ""purple"": 1, ""any"": 4}",S2,reparsed heart facts differ from source derived counts
PL!HS-pb1-026,required_hearts_counts_json,<任意> 11 (合計11),{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!HS-pb1-026,required_hearts_counts_json_vs_reparsed,{},"{""any"": 11}",S2,reparsed heart facts differ from source derived counts
PL!HS-pb1-027,required_hearts_counts_json,<緑> 2 <任意> 1 (合計3),{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!HS-pb1-027,required_hearts_counts_json_vs_reparsed,{},"{""green"": 2, ""any"": 1}",S2,reparsed heart facts differ from source derived counts
PL!HS-pb1-028,required_hearts_counts_json,<桃> 1 <緑> 1 <青> 7 <任意> 7 (合計16),{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!HS-pb1-028,required_hearts_counts_json_vs_reparsed,{},"{""pink"": 1, ""green"": 1, ""blue"": 7, ""any"": 7}",S2,reparsed heart facts differ from source derived counts
PL!HS-pb1-029,required_hearts_counts_json,<桃> 4 <緑> 1 <青> 1 <任意> 8 (合計14),{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!HS-pb1-029,required_hearts_counts_json_vs_reparsed,{},"{""pink"": 4, ""green"": 1, ""blue"": 1, ""any"": 8}",S2,reparsed heart facts differ from source derived counts
PL!HS-pb1-030,required_hearts_counts_json,<紫> 9 <任意> 8 (合計17),{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!HS-pb1-030,required_hearts_counts_json_vs_reparsed,{},"{""purple"": 9, ""any"": 8}",S2,reparsed heart facts differ from source derived counts
PL!HS-sd1-001,base_hearts_counts_json,<緑> 3,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!HS-sd1-001,base_hearts_counts_json_vs_reparsed,{},"{""green"": 3}",S2,reparsed heart facts differ from source derived counts
PL!HS-sd1-002,base_hearts_counts_json,<桃> 1 <緑> 1 <青> 4,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!HS-sd1-002,base_hearts_counts_json_vs_reparsed,{},"{""pink"": 1, ""green"": 1, ""blue"": 4}",S2,reparsed heart facts differ from source derived counts
PL!HS-sd1-003,base_hearts_counts_json,<桃> 1 <青> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!HS-sd1-003,base_hearts_counts_json_vs_reparsed,{},"{""pink"": 1, ""blue"": 1}",S2,reparsed heart facts differ from source derived counts
PL!HS-sd1-004,base_hearts_counts_json,<桃> 1 <緑> 1 <青> 1 <紫> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!HS-sd1-004,base_hearts_counts_json_vs_reparsed,{},"{""pink"": 1, ""green"": 1, ""blue"": 1, ""purple"": 1}",S2,reparsed heart facts differ from source derived counts
PL!HS-sd1-005,base_hearts_counts_json,<桃> 1 <緑> 1 <青> 2 <紫> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!HS-sd1-005,base_hearts_counts_json_vs_reparsed,{},"{""pink"": 1, ""green"": 1, ""blue"": 2, ""purple"": 1}",S2,reparsed heart facts differ from source derived counts
PL!HS-sd1-006,base_hearts_counts_json,<桃> 2 <緑> 2 <青> 2 <紫> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!HS-sd1-006,base_hearts_counts_json_vs_reparsed,{},"{""pink"": 2, ""green"": 2, ""blue"": 2, ""purple"": 1}",S2,reparsed heart facts differ from source derived counts
PL!HS-sd1-007,base_hearts_counts_json,<緑> 1 <紫> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!HS-sd1-007,base_hearts_counts_json_vs_reparsed,{},"{""green"": 1, ""purple"": 1}",S2,reparsed heart facts differ from source derived counts
PL!HS-sd1-008,base_hearts_counts_json,<桃> 1 <緑> 1 <青> 1 <紫> 2,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!HS-sd1-008,base_hearts_counts_json_vs_reparsed,{},"{""pink"": 1, ""green"": 1, ""blue"": 1, ""purple"": 2}",S2,reparsed heart facts differ from source derived counts
PL!HS-sd1-009,base_hearts_counts_json,<緑> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!HS-sd1-009,base_hearts_counts_json_vs_reparsed,{},"{""green"": 1}",S2,reparsed heart facts differ from source derived counts
PL!HS-sd1-010,base_hearts_counts_json,<青> 1 <紫> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!HS-sd1-010,base_hearts_counts_json_vs_reparsed,{},"{""blue"": 1, ""purple"": 1}",S2,reparsed heart facts differ from source derived counts
PL!HS-sd1-011,base_hearts_counts_json,<桃> 1 <紫> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!HS-sd1-011,base_hearts_counts_json_vs_reparsed,{},"{""pink"": 1, ""purple"": 1}",S2,reparsed heart facts differ from source derived counts
PL!HS-sd1-012,base_hearts_counts_json,<緑> 2,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!HS-sd1-012,base_hearts_counts_json_vs_reparsed,{},"{""green"": 2}",S2,reparsed heart facts differ from source derived counts
PL!HS-sd1-013,base_hearts_counts_json,<青>,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!HS-sd1-013,base_hearts_counts_json_vs_reparsed,{},"{""blue"": 1}",S2,reparsed heart facts differ from source derived counts
PL!HS-sd1-014,base_hearts_counts_json,<桃> 1 <緑> 1 <青> 1 <紫> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!HS-sd1-014,base_hearts_counts_json_vs_reparsed,{},"{""pink"": 1, ""green"": 1, ""blue"": 1, ""purple"": 1}",S2,reparsed heart facts differ from source derived counts
PL!HS-sd1-015,base_hearts_counts_json,<紫> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!HS-sd1-015,base_hearts_counts_json_vs_reparsed,{},"{""purple"": 1}",S2,reparsed heart facts differ from source derived counts
PL!HS-sd1-016,base_hearts_counts_json,<桃> 1 <緑> 1 <紫> 2,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!HS-sd1-016,base_hearts_counts_json_vs_reparsed,{},"{""pink"": 1, ""green"": 1, ""purple"": 2}",S2,reparsed heart facts differ from source derived counts
PL!HS-sd1-017,required_hearts_counts_json,<桃> 1 <緑> 1 <青> 1 <任意> 2 (合計5),{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!HS-sd1-017,required_hearts_counts_json_vs_reparsed,{},"{""pink"": 1, ""green"": 1, ""blue"": 1, ""any"": 2}",S2,reparsed heart facts differ from source derived counts
