audit_id,cardnumber,cardname,trigger,implementation_status,implementation_files,implementation_symbols,matcher_or_rule,pending_kind,resolve_path,ui_render_path,implementation_style,reachable,duplicate_route_suspected,dead_route_suspected,notes
PL!HS-bp6-031#A01,PL!HS-bp6-031,ファンファーレ！！！,ライブ開始時,IMPLEMENTED,llocg_ui/engine.py,bottom_all_green_members_optional_group_threshold_stage_named_blade,bottom_all_green_members_optional_group_threshold_stage_named_blade,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-bp6-032#A01,PL!HS-bp6-032,フュージョンクラスト,ライブ成功時,IMPLEMENTED,llocg_ui/engine.py,retrieve_from_yell,retrieve_yell_cost_member_le,selection_pending_or_card_list,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-cl1-001#A01,PL!HS-cl1-001,日野下花帆,ライブ開始時,IMPLEMENTED,llocg_ui/engine.py,self_top1_optional_green,look_top1_optional_mill,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-cl1-002#A01,PL!HS-cl1-002,村野さやか,登場,IMPLEMENTED,llocg_ui/engine.py,__ext__,generic_green_group_card_one,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-cl1-003#A01,PL!HS-cl1-003,大沢瑠璃乃,起動,IMPLEMENTED,llocg_ui/engine.py,__ext__,generic_stage_member_temp_bonus,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-cl1-004#A01,PL!HS-cl1-004,百生吟子,登場,DB_DATA_MISMATCH,,,,,,,,NO,NO,NO,
PL!HS-cl1-005#A01,PL!HS-cl1-005,徒町小鈴,ライブ開始時,IMPLEMENTED,llocg_ui/engine.py,gain_blade_until_end_live,gain_blade_until_end_live,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-cl1-006#A01,PL!HS-cl1-006,安養寺姫芽,登場,IMPLEMENTED,llocg_ui/engine.py,gain_blade_until_end_live,gain_blade_until_end_live,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-cl1-007#A01,PL!HS-cl1-007,セラス 柳田 リリエンフェルト,登場,IMPLEMENTED,llocg_ui/engine.py,__ext__,generic_topdeck_choose_n_to_hand_rest_green,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-cl1-008#A01,PL!HS-cl1-008,桂城泉,起動,IMPLEMENTED,llocg_ui/engine.py,__ext__,generic_green_group_card_one,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-cl1-009#A01,PL!HS-cl1-009,水彩世界,ライブ成功時,IMPLEMENTED,llocg_ui/engine.py,retrieve_from_yell,retrieve_yell_group_cost_member_between,selection_pending_or_card_list,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-cl1-010#A01,PL!HS-cl1-010,AWOKE,ライブ開始時,IMPLEMENTED,llocg_ui/engine.py,__ext__,generic_stage_member_temp_bonus,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-cl1-011#A01,PL!HS-cl1-011,ド！ド！ド！,ライブ成功時,DB_DATA_MISMATCH,,,,,,,,NO,NO,NO,
PL!HS-cl1-012#A01,PL!HS-cl1-012,Edelied,ライブ成功時,IMPLEMENTED,llocg_ui/engine.py,live_success_same_score_apply,live_success_same_score_apply,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-pb1-001#A01,PL!HS-pb1-001,日野下花帆,自動,NOT_IMPLEMENTED,,,,,,,,YES,NO,NO,
PL!HS-pb1-001#A02,PL!HS-pb1-001,日野下花帆,ライブ開始時,IMPLEMENTED,llocg_ui/engine.py,gain_icons_until_end_live,gain_icons_until_end_live,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-pb1-002#A01,PL!HS-pb1-002,村野さやか,起動,NOT_IMPLEMENTED,,,,,,,,YES,NO,NO,
PL!HS-pb1-002#A02,PL!HS-pb1-002,村野さやか,ライブ開始時,IMPLEMENTED,llocg_ui/engine.py,under_member_count_temp_cost_icons_cap,under_member_count_temp_cost_icons_cap,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-pb1-003#A01,PL!HS-pb1-003,大沢瑠璃乃,登場,IMPLEMENTED,llocg_ui/engine.py,discard_hand_group_members_any_draw_plus_one,discard_hand_group_members_any_draw_plus_one,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-pb1-003#A02,PL!HS-pb1-003,大沢瑠璃乃,自動,NOT_IMPLEMENTED,,,,,,,,YES,NO,NO,
PL!HS-pb1-004#A01,PL!HS-pb1-004,百生吟子,登場,IMPLEMENTED,llocg_ui/engine.py,mill_top_then_retrieve_from_waiting,mill_top_k_then_retrieve_waiting_group_type,selection_pending_or_card_list,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-pb1-005#A01,PL!HS-pb1-005,徒町小鈴,ライブ開始時,IMPLEMENTED,llocg_ui/engine.py,choose_number_reveal_top_member_cost_compare_hand_or_blade,choose_number_reveal_top_member_cost_compare_hand_or_blade,selection_pending_or_card_list,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-pb1-006#A01,PL!HS-pb1-006,安養寺姫芽,ライブ開始時,IMPLEMENTED,llocg_ui/engine.py,position_change_to_other_group_member_area_then_gain_icons,position_change_to_other_group_member_area_then_gain_icons,position_change,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-pb1-007#A01,PL!HS-pb1-007,セラス 柳田 リリエンフェルト,登場,IMPLEMENTED,llocg_ui/engine.py,__ext__,generic_green_group_card_one,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-pb1-007#A02,PL!HS-pb1-007,セラス 柳田 リリエンフェルト,常時,NOT_IMPLEMENTED,,,,,,,,YES,NO,NO,
PL!HS-pb1-008#A01,PL!HS-pb1-008,桂城泉,登場,IMPLEMENTED,llocg_ui/engine.py,both_players_wait_all_original_blade_le,both_players_wait_all_original_blade_le,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-pb1-008#A02,PL!HS-pb1-008,桂城泉,常時,NOT_IMPLEMENTED,,,,,,,,YES,NO,NO,
PL!HS-pb1-009#A01,PL!HS-pb1-009,日野下花帆,自動,NOT_IMPLEMENTED,,,,,,,,YES,NO,NO,
PL!HS-pb1-009#A02,PL!HS-pb1-009,日野下花帆,ライブ開始時,IMPLEMENTED,llocg_ui/engine.py,draw_discard_if_self_blade_count_gte,draw_discard_if_self_blade_count_gte,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-pb1-010#A01,PL!HS-pb1-010,村野さやか,登場,IMPLEMENTED,llocg_ui/engine.py,conditional_opponent_wait_manual,conditional_opponent_wait_manual,confirm_effect,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-pb1-011#A01,PL!HS-pb1-011,大沢瑠璃乃,登場,IMPLEMENTED,llocg_ui/engine.py,__ext__,look_top3_choose_one_to_hand_rest_green,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-pb1-012#A01,PL!HS-pb1-012,百生吟子,登場,IMPLEMENTED,llocg_ui/engine.py,both_players_bottom_all_green_members_threshold_retrieve_live_gain_blade,both_players_bottom_all_green_members_threshold_retrieve_live_gain_blade,selection_pending_or_card_list,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-pb1-013#A01,PL!HS-pb1-013,徒町小鈴,ライブ開始時,IMPLEMENTED,llocg_ui/engine.py,__ext__,enter_ginko_bp2016_reorder_top2,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-pb1-013#A02,PL!HS-pb1-013,徒町小鈴,ライブ成功時,IMPLEMENTED,llocg_ui/engine.py,draw_if_stage_other_higher_cost_member,draw_if_stage_other_higher_cost_member,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-pb1-014#A01,PL!HS-pb1-014,安養寺姫芽,登場,IMPLEMENTED,llocg_ui/engine.py,stage_only_group_opponent_front_position_notice,stage_only_group_opponent_front_position_notice,confirm_effect,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-pb1-014#A02,PL!HS-pb1-014,安養寺姫芽,常時,NOT_IMPLEMENTED,,,,,,,,YES,NO,NO,
PL!HS-pb1-015#A01,PL!HS-pb1-015,セラス 柳田 リリエンフェルト,常時,NOT_IMPLEMENTED,,,,,,,,YES,NO,NO,
PL!HS-pb1-016#A01,PL!HS-pb1-016,桂城泉,登場,IMPLEMENTED,llocg_ui/engine.py,other_stage_heart_member_gain_same_heart_until_end_live,other_stage_heart_member_gain_heart_until_end_live_one,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-pb1-018#A01,PL!HS-pb1-018,村野さやか,登場,IMPLEMENTED,llocg_ui/engine.py,look_top_choose_filtered,look_top_k_optional_group,selection_pending_or_card_list,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-pb1-019#A01,PL!HS-pb1-019,大沢瑠璃乃,起動,IMPLEMENTED,llocg_ui/engine.py,__ext__,generic_green_kind_one,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-pb1-020#A01,PL!HS-pb1-020,百生吟子,登場,IMPLEMENTED,llocg_ui/engine.py,green_live_count_optional_discard_retrieve_member_and_live,green_live_count_optional_discard_retrieve_member_and_live,selection_pending_or_card_list,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-pb1-021#A01,PL!HS-pb1-021,徒町小鈴,ライブ成功時,IMPLEMENTED,llocg_ui/engine.py,draw_if_live_zone_group_exists,draw_if_live_zone_group_exists,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-pb1-022#A01,PL!HS-pb1-022,安養寺姫芽,常時,IMPLEMENTED,llocg_ui/engine.py,body_always_noop,body_always_stage_named_member_icons,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-pb1-022#A02,PL!HS-pb1-022,安養寺姫芽,常時,IMPLEMENTED,llocg_ui/engine.py,body_always_noop,body_always_stage_named_member_icons,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-pb1-024#A01,PL!HS-pb1-024,桂城泉,登場,IMPLEMENTED,llocg_ui/engine.py,__ext__,enter_ginko_bp2016_reorder_top2,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-pb1-025#A01,PL!HS-pb1-025,抱きしめる花びら,ライブ開始時,IMPLEMENTED,llocg_ui/engine.py,__ext__,generic_conditional_stage_member_temp_bonus,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-pb1-025#A02,PL!HS-pb1-025,抱きしめる花びら,ライブ成功時,IMPLEMENTED,llocg_ui/engine.py,hand_le_retrieve_member,hand_le_retrieve_member,selection_pending_or_card_list,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-pb1-026#A01,PL!HS-pb1-026,雪舞う空と二秒の永遠,ライブ開始時,IMPLEMENTED,llocg_ui/engine.py,stage_green_distinct_group_names_reduce_required_any,stage_green_distinct_group_names_reduce_required_any,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-pb1-027#A01,PL!HS-pb1-027,ユメワズライ,ライブ成功時,IMPLEMENTED,llocg_ui/engine.py,stage_group_optional_mill_top_k,stage_group_optional_mill_top_k,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-pb1-028#A01,PL!HS-pb1-028,COMPASS,ライブ開始時,IMPLEMENTED,llocg_ui/engine.py,trigger_stage_cost_group_member_live_start_manual;body_always_noop,trigger_stage_cost_group_member_live_start_manual;parenthetical_note_noop,confirm_effect;effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-pb1-028#A02,PL!HS-pb1-028,COMPASS,ライブ開始時,UNREACHABLE,,,,,,,,NO,NO,YES,
PL!HS-pb1-028#A03,PL!HS-pb1-028,COMPASS,ライブ開始時,UNREACHABLE,,,,,,,,NO,NO,YES,
PL!HS-pb1-029#A01,PL!HS-pb1-029,全方位キュン♡,ライブ開始時,IMPLEMENTED,llocg_ui/engine.py,stage_group_current_hearts_gt_original_tiers_draw_reduce,stage_group_current_hearts_gt_original_tiers_draw_reduce,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-pb1-030#A01,PL!HS-pb1-030,Edelied,ライブ開始時,IMPLEMENTED,llocg_ui/engine.py,group_member_hearts_then_different_group_member_blades,group_member_hearts_then_different_group_member_blades,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-sd1-001#A01,PL!HS-sd1-001,日野下花帆,自動,IMPLEMENTED,llocg_ui/engine.py,stage_leave_baton_target_group_cost_wrapper,stage_leave_baton_target_group_cost_wrapper,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-sd1-002#A01,PL!HS-sd1-002,村野さやか,ライブ開始時,IMPLEMENTED,llocg_ui/engine.py,look_top_optional_member_gain_icons_if_group_picked,look_top_k_optional_member_gain_icons_if_group_picked,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-sd1-003#A01,PL!HS-sd1-003,大沢瑠璃乃,ライブ開始時,IMPLEMENTED,llocg_ui/engine.py,__ext__,generic_stage_member_temp_bonus,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-sd1-004#A01,PL!HS-sd1-004,百生吟子,登場,IMPLEMENTED,llocg_ui/engine.py,__ext__,generic_green_kind_one,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-sd1-004#A02,PL!HS-sd1-004,百生吟子,常時,NOT_IMPLEMENTED,,,,,,,,YES,NO,NO,
PL!HS-sd1-005#A01,PL!HS-sd1-005,徒町小鈴,登場,IMPLEMENTED,llocg_ui/engine.py,enter_baton_from_not_named_group_member_wrapper,enter_baton_from_not_named_group_member_wrapper,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-sd1-005#A02,PL!HS-sd1-005,徒町小鈴,常時,NOT_IMPLEMENTED,,,,,,,,YES,NO,NO,
PL!HS-sd1-006#A01,PL!HS-sd1-006,安養寺姫芽,登場,IMPLEMENTED,llocg_ui/engine.py,stage_named_any_exists_apply_inner,stage_named_any_exists_apply_inner,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-sd1-006#A02,PL!HS-sd1-006,安養寺姫芽,ライブ開始時,IMPLEMENTED,llocg_ui/engine.py,gain_blade_until_end_live,gain_blade_until_end_live,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-sd1-008#A01,PL!HS-sd1-008,桂城泉,登場,IMPLEMENTED,llocg_ui/engine.py,draw_then_discard,draw_n_discard_m,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-sd1-008#A02,PL!HS-sd1-008,桂城泉,ライブ開始時,IMPLEMENTED,llocg_ui/engine.py,choose_heart_gain_other_member,choose_listed_heart_gain_other_group_member_n,selection_pending_or_card_list,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-sd1-009#A01,PL!HS-sd1-009,日野下花帆,起動,IMPLEMENTED,llocg_ui/engine.py,__ext__,generic_green_kind_one,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-sd1-013#A01,PL!HS-sd1-013,徒町小鈴,登場,IMPLEMENTED,llocg_ui/engine.py,mill_top_conditional_followup,mill_top_k_gain_icons_if_all_member_heart_color,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-sd1-014#A01,PL!HS-sd1-014,安養寺姫芽,登場,IMPLEMENTED,llocg_ui/engine.py,__ext__,generic_green_group_card_one,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-sd1-015#A01,PL!HS-sd1-015,セラス 柳田 リリエンフェルト,起動,IMPLEMENTED,llocg_ui/engine.py,__ext__,generic_green_kind_one,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-sd1-017#A01,PL!HS-sd1-017,夏めきペイン,ライブ成功時,IMPLEMENTED,llocg_ui/engine.py,stage_has_group_or_unit_member_wrapper,stage_has_group_or_unit_member_wrapper,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-sd1-018#A01,PL!HS-sd1-018,Dream Believers（105期Ver.）,ライブ成功時,IMPLEMENTED,llocg_ui/engine.py,live_success_stage_group_count_green_named_live_score,live_success_stage_group_count_green_named_live_score,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
